external_gene_name,log2FoldChange,padj,baseMean
TOB1,-1.323208221,0.039406665,3092.71628
SHISA2,-3.001492583,0.039456355,1020.060001
SULT1A3,1.952048145,0.039456355,25.41834361
ARHGAP15,2.024276965,0.039475192,278.5399144
GLYR1P1,1.334594958,0.039487406,173.9790482
EPB41L4A-DT,-1.467626962,0.039518904,79.81338733
KCTD3,-1.568408648,0.039575796,6425.585551
,4.593327524,0.039575796,2.16584199
TRPS1-AS1,1.6626154,0.039575796,41.8435643
,1.202285571,0.039587176,78.12381792
WDTC1,-1.410020781,0.039637223,9346.777563
RAB11A,-1.321065719,0.039637223,4808.871381
TMEM115,-1.264414497,0.039655086,2337.428403
PDE9A-AS1,2.546162799,0.039655086,37.40900744
RNU4-40P,1.618128057,0.039708839,10.33676849
,1.393679006,0.039709376,17.10121469
,1.572097838,0.039802325,40.56702587
COPZ1,-1.430134949,0.039818944,5071.490972
LINC00887,2.05787559,0.039869506,33.01202311
PCK2,-1.238758317,0.039869506,2098.113421
,1.347815661,0.039949481,880.3408322
IGHEP1,4.65761035,0.039949481,3.455420874
OR7E101P,5.075579193,0.039950983,3.037664863
,1.513192149,0.039954166,28.43264014
RIPPLY2,6.803454867,0.039954166,14.9321789
BCL2,-2.27000208,0.039954166,3500.802093
DEDD2,-1.282309801,0.039962158,2710.181777
RN7SL180P,1.48061354,0.039973769,39.8959592
OSBPL7,-1.278098982,0.040040489,2282.291131
Y_RNA,1.799971304,0.040060238,20.26303812
TSPAN33,1.523365162,0.040148115,1020.765068
TMEM63C,-2.277493256,0.040287611,2591.362623
,1.738101903,0.040287611,10.16444101
NA,3.27013056,0.040293266,17.05939229
ATE1,-1.093886226,0.040295282,1095.35931
TSGA10IP,3.140021529,0.040296383,17.78679353
ARHGEF35-AS1,1.140388245,0.040366536,165.5116667
ARMCX2,-1.239469874,0.040376148,2366.541124
RN7SL211P,5.648006475,0.040384097,4.475947557
,2.968918632,0.040387218,22.5637668
,3.488823635,0.04050309,6.574101749
,4.231661827,0.040505477,15.20383828
,3.110279933,0.040592666,9.660213092
HR,3.03824473,0.040628752,6753.215622
RNU6ATAC39P,1.968158343,0.040628752,15.4245251
NBL1,-1.557352335,0.040637408,10169.9729
GNB1,-1.160917056,0.040658396,13819.44677
,2.428531731,0.04067617,7.365858742
GRK2,-1.712288104,0.040686644,24041.34042
RNF32-DT,1.484767909,0.040736807,646.4097115
LRIG1,-2.03757409,0.040759484,1656.508733
IGSF22-AS1,-1.839442222,0.040781974,18.13226856
,-2.999155349,0.040784455,24.21496301
AHCYL1,-1.108400747,0.040800208,6847.872533
SEPTIN7P13,1.136282876,0.040800208,489.9015624
TUFM,-1.057981839,0.040800208,8622.184768
DRC10,-1.557212036,0.040814015,217.2508467
LINC02492,3.762050009,0.040854896,5.624842392
DNAJB2,-1.230556892,0.040895103,6353.551421
,1.220391128,0.040923786,43.21161647
GLIS2,-1.853493679,0.040923786,4644.770672
OR5AN1,3.071013517,0.040942463,4.361124929
UBE2SP2,1.571745511,0.040942463,26.75047158
COPDA1,4.230184583,0.040942923,18.50826825
MT-ND4,1.32752274,0.040952621,1730094.867
MTND4LP1,1.607168011,0.040986541,10.35571016
HNRNPF,-1.171538027,0.040990531,8288.619308
,1.072078422,0.040993717,92.3684359
TAPBP,-1.314307816,0.041011041,7991.245263
EHD2,-1.572064214,0.041018544,6542.743625
Y_RNA,1.464699291,0.041021101,25.70848343
CATSPERQ,2.123692137,0.041049123,49.1692855
HES7,-2.032708512,0.041050862,36.40837323
NKTR,1.037227153,0.041076088,22993.33522
ANKRD44-IT1,1.679450807,0.041093579,48.02522737
CAHM,2.051333892,0.041093579,100.9151706
LPAL2,2.264623763,0.041093579,56.53423845
ERC2,2.337824147,0.04111822,200.8867312
DSG2-AS1,1.775137008,0.04111822,32.68924087
MGC27382,5.63485073,0.041168421,4.431205395
GJC3,-1.714778168,0.041168421,375.5367094
,1.749780986,0.041168421,15.81451499
ANO6,-1.405472801,0.041168421,1879.462603
,1.336254618,0.041168421,40.46409907
LINC02159,4.571061281,0.041173936,4.850093878
EEF1A1P39,3.440294497,0.041251592,3.417156303
UNC93B2,-3.64704498,0.04128904,30.31831003
MIR3188,-1.717416325,0.04128904,8.149760367
INSIG2,-1.389566342,0.041298717,1075.612668
SLEAR,2.844449783,0.041337989,5.821119763
RPH3A,2.278831133,0.041343665,11.27387934
PDCD6IPP2,1.340616793,0.041343665,33.55347485
POLR2A,-1.34657024,0.041343665,14103.23359
NA,2.505889496,0.041358542,6.300728153
RUSC1-AS1,1.114438929,0.041375439,1256.809135
H3C6,-2.080238473,0.041375439,450.9476571
,2.528903585,0.041418644,46.84427374
RNU6-1256P,3.533201057,0.041422532,3.569064847
SERPINA5,-3.250976549,0.041432007,1516.082077
H2AC19,-1.684231281,0.041442513,29.2923931
GRIK4,-2.541904407,0.04147487,194.6832777
,4.31210655,0.041513398,6.410069058
FAM107A,2.738835119,0.041570654,1387.387435
,4.290418986,0.041591115,4.042541017
LINC02156,4.380597015,0.041594435,7.657316491
TMEM250,-1.243521023,0.041601151,3022.068139
ANKRD36BP2,2.760121375,0.041631156,621.1896498
,1.773518274,0.04164335,38.34558226
LINC01554,2.522123795,0.04164335,49.24284167
UCMA,4.304557026,0.041649288,2.776139055
KRT17P1,3.323827808,0.041655329,19.40979568
,3.380416988,0.04168215,6.926025808
ANO7L1,-1.346557126,0.041691784,160.4821411
RPS19P3,1.359622055,0.041742613,76.27580042
MMP28,-1.673051084,0.041754779,300.7383404
TAS2R4,1.140949914,0.041758667,119.7239539
RN7SL444P,1.132508394,0.041780798,20.49105675
,2.223858264,0.041826454,13.6761831
RIPOR2,2.638428327,0.041840738,716.0511258
ALDOA,-1.236452095,0.041876629,974.8715105
ISYNA1,-1.158127685,0.041876629,11097.84081
FBLN7,-1.774790329,0.041886823,748.0184003
CXCR1,-3.733897888,0.041886823,11.47204843
TNFRSF14-AS1,-2.034522953,0.041920714,1182.112492
PLSCR2,1.988366683,0.041957459,29.6978895
P2RX2,2.979617373,0.041958909,137.8955988
ADK-AS1,1.214948719,0.042003703,29.02149209
JPT2,-1.385462752,0.042017035,5899.233023
ACCSLP1,3.77386633,0.042087899,8.558247269
GRPEL1P1,1.329510299,0.042150933,49.40715574
CD81,-1.1651827,0.042153793,17533.45215
NUDT16,-1.231199882,0.042172904,2025.95047
,2.716296292,0.042172904,37.38895601
,-4.547119114,0.042172904,2.152625849
,-1.104465102,0.042172904,780.4710252
RN7SL364P,1.71617095,0.042172904,38.016097
IRAG2,2.382337472,0.042178462,396.7717756
MIR3713,2.464144727,0.042178462,3.84861645
C2CD4D,1.978323181,0.042217908,474.6256108
CLEC14A,-1.624659265,0.042235563,844.0192586
EFL1P1,2.684684173,0.042272798,18.07958054
SH3TC2-DT,1.687167004,0.042274602,19.47190866
CD109-AS1,2.410405867,0.042278266,42.39360093
SPRY3,1.415127854,0.042278266,264.8241492
,1.849086956,0.04228448,27.35515211
PLAC8L1,2.003240901,0.04228448,45.30213887
MVB12B,-1.38961049,0.04228448,1039.687106
,1.298355107,0.04228448,59.99956867
DUSP5P2,6.989666089,0.04233816,17.00233245
APBA1,2.274307817,0.042345069,731.4223034
YPEL1,1.282440748,0.042352795,358.6290658
CHMP4B,-1.059957301,0.042393151,5321.509371
,2.196931015,0.042393151,40.37341344
KLF5,1.657867125,0.042429219,1290.06978
GEMIN8P3,5.694820368,0.042522839,4.599579625
NDUFB4P11,2.951146365,0.042522839,24.42065588
MT-ND5,1.455678231,0.042601771,685169.8726
INTS10,1.224316164,0.042654428,2667.454538
COLEC12,-2.076230084,0.042664309,731.8545461
PTPN11BP,-1.333895838,0.042665302,622.5594862
,2.232283346,0.04268674,50.37697968
PHACTR1,1.428447465,0.042687576,981.1927629
,2.794941956,0.042721771,4.535641446
CYLD-AS1,2.319686767,0.042726557,27.43077094
B3GALNT2,1.362324975,0.042738276,1666.16891
RAB17-DT,-1.751693241,0.042738276,87.85018428
SMAP1,1.10789416,0.042738276,954.5515968
LINC03076,1.439237755,0.042754233,19.67912436
RNA5SP282,1.55629956,0.042754233,13.90862855
MYPN,-2.107386196,0.042754233,18.78516619
PALM,-1.996238536,0.042754233,4523.886065
ZNF730,2.225578968,0.042757523,88.60436764
GLRX5,-1.379469643,0.042815452,1329.390928
FBXL5,-1.372544241,0.042817279,2679.179862
,-1.11220294,0.042817279,361.8495347
,-2.135696187,0.042817279,114.5513284
RAB6C,-2.208059498,0.042821758,69.28079102
,3.078375418,0.042821758,9.999818316
GRK5-AS1,2.439052424,0.042831716,10.97775116
TMEM135,-1.278778524,0.042832618,909.5680435
PRDM13,5.370192927,0.042878718,3.659656357
RASSF4,1.468526543,0.042878718,2511.08213
BCAS3,-1.054315625,0.042878718,1406.621434
L3MBTL2-AS1,1.408223555,0.042878718,134.4860314
TNN,-2.670716078,0.042898477,581.9798392
,2.4676035,0.042898477,6.90040278
RAB39A,2.170920576,0.042911646,8.811237867
SFMBT2,1.485344512,0.042923658,1279.921617
,-1.401694833,0.042923658,46.32914623
SERPINB4,4.088473354,0.042923658,2.374685112
,3.062119704,0.042923658,25.5063812
SUSD2,-1.769472216,0.042923658,2225.70797
SULT1C2,1.838063048,0.043014016,48.3847418
,1.382864537,0.043014016,51.9092329
EGR3-AS1,-3.267736544,0.043014016,311.012149
,3.552423765,0.043058732,7.397559752
PHIP,1.047792064,0.043143867,17890.48205
CRYBB2P1,1.085685434,0.043143867,763.5803402
LINC02649,-2.037319023,0.04318787,116.138978
,-2.64494082,0.043244386,16.26130906
,4.455121155,0.043244386,1.948669533
,1.498164096,0.043244386,41.70456218
SLC7A4,-3.115814841,0.043244386,96.75636785
BTG3,1.838656939,0.043244386,1026.777668
,2.636574344,0.043263656,11.61291463
ZNF26,1.247019226,0.043301978,2189.266419
SCAMP2,-1.372461826,0.043301978,4690.204174
Y_RNA,2.00023564,0.043334606,25.97362129
,1.483911034,0.043334606,32.03706846
PXDC1,1.701522934,0.04337993,1807.412241
KHDRBS3,2.079580566,0.04337993,731.9123599
SCG3,2.731546,0.04337993,8.266312928
DSP-AS1,1.882591639,0.043415562,78.49173193
,-1.258327016,0.043415562,103.7255785
BEAN1,-1.356550876,0.043418686,184.3757855
CMIP,-1.121214096,0.043437787,4382.958263
CKLF,1.226164823,0.043438411,57.16505072
CCDC88B,1.843725418,0.043493474,3185.0421
LEISA1,-1.906733294,0.043510847,52.55733562
RPL32P21,4.994841079,0.043529594,6.553712282
SNORA80E,1.453526769,0.043536494,18.44397196
KRT222,-3.376798274,0.043542049,21.58154956
ZCCHC24,-1.393367021,0.043578481,1629.351933
FGFR3P4,-4.595612752,0.043578666,5.261302732
DNMBP,-2.03174461,0.043579421,1545.362646
KLHL2P1,1.758632024,0.043589099,11.21885938
RAET1L,3.016171322,0.043592897,12.23486048
,4.533118554,0.043607042,9.456620161
,3.223218772,0.043607042,9.6897327
NA,-3.562457179,0.043628404,19.96408368
,-2.01538629,0.043628404,19.83733171
,4.287352012,0.043683078,4.018548535
RPL23P4,3.723927799,0.043696895,8.045953773
XYLT2,-1.197866676,0.043819166,4946.824134
,-1.68838875,0.043861975,76.39276686
FIRRE,2.151908454,0.043900413,951.5594154
LINC02228,4.275187402,0.043901699,2.728819809
ASB12,1.754442819,0.043907052,22.92009798
MREG,-1.774096542,0.043909598,1008.060225
USP2-AS1,2.043561149,0.04393999,57.9703761
OBSCN-AS1,2.029080374,0.044090025,251.0816371
DPCD,-1.013002101,0.044090025,520.9742226
FBXL8,-1.558466741,0.044090025,1398.516116
RAD52,1.379887304,0.044184413,1209.326293
LINC01303,1.602245928,0.044212352,17.93361711
KIF21B,1.929875638,0.044220262,812.0634527
RPS21-DT,1.197504104,0.044220262,153.1669683
PLEK,2.160157677,0.044228217,720.8738013
,3.904527223,0.044228494,4.37748315
RN7SL220P,1.118032394,0.04425802,100.0215754
CAPS,1.386584088,0.04425802,3625.199367
A1CF,1.798163419,0.044269011,16.53045219
SHISAL2A,2.39026294,0.044280525,100.4198831
RBP3,3.044629337,0.044280525,4.907806082
,2.533225516,0.044292195,14.71169043
,5.013494549,0.044292195,2.923073585
ABCC2,2.120903648,0.044331809,225.1013777
RN7SL297P,3.722015789,0.044354667,2.899575534
,2.094148744,0.044388038,112.8340506
,5.556263758,0.044388038,4.203634558
MICAL3,1.317224534,0.044388038,1569.912838
BLOC1S5,-1.11421151,0.044455732,409.9715252
CD53,2.246498752,0.044468858,1334.76278
NUF2,2.437543899,0.044468858,1163.348264
,1.583677823,0.044483385,22.16212894
,4.996813322,0.044493873,4.333192345
SLIT3-AS2,-2.410710461,0.044493873,146.4667123
LPL,2.898254753,0.044526694,2134.607893
,1.180075584,0.044526694,54.16102407
Y_RNA,1.252377257,0.044534823,54.5017944
CASC2,-1.676198137,0.044534823,182.2593368
GZMB,2.031538004,0.044534823,73.10580995
HERC2P8,2.81924506,0.044534823,9.447442758
COPS4,-1.34845984,0.044542887,814.0337716
SLC7A10,3.386724539,0.044542887,401.0675918
LINC02832,2.571449951,0.044552603,7.718522741
LINC03140,2.891717628,0.044552603,6.57597862
GLIPR2,1.929956305,0.044552603,1027.891218
ZNF747,-1.329440332,0.044552603,755.7166481
DNAJB9,-1.285018405,0.044581838,621.319553
CSPP1,1.317274469,0.044581838,6643.076133
SLC39A9,-1.466164868,0.044600598,2673.731922
FOXI2,-1.598255069,0.044612996,9.73617756
CFB,-2.332330332,0.044613263,1053.72806
DEFB109D,2.069197779,0.044613263,9.941570957
ZNF385C,2.387656677,0.044613263,1153.965623
,1.475876843,0.044613263,66.95874861
GLIS3-AS1,2.231058372,0.044685747,7.335574665
,-3.436480239,0.044703792,22.68642148
SUSD3,-2.530628496,0.044703792,2670.963423
WDR38,-3.371782595,0.044703792,38.0941324
AMBRA1,-1.158522801,0.044703792,2880.551158
RNLS,-1.457266619,0.044750053,209.7070261
INTS9-AS1,1.649026881,0.04476937,30.53809748
OTULINL,-1.599506892,0.044770269,560.7028264
NA,5.516961006,0.044788042,4.07162948
C1orf226,-1.938846808,0.044788042,1596.506825
SNHG31,2.121761301,0.044788042,363.1110441
GOT2P6,1.827559202,0.044788042,92.11635048
IFT22,-1.112180133,0.044818903,944.6728889
NA,1.102276694,0.044883745,1046.749586
LHFPL3,4.53900009,0.044929277,2.08242196
NA,1.950940423,0.044940415,7.32409627
S100A4,2.343399844,0.045032777,1476.953691
RPS12P5,2.426227287,0.045057481,20.75124441
ELOVL5,-2.308870759,0.045062109,11454.24017
RPL35P3,2.320977657,0.045062109,13.78566552
,4.816803825,0.045062109,5.760013028
ZNRF2P2,-1.613737423,0.045062109,39.45796092
YWHAQP7,2.509207313,0.045062109,6.89859787
USP6,1.644786598,0.045062109,249.1876698
TMEM86B,1.128759334,0.045062109,254.8142525
JARID2-AS1,2.276791209,0.045197313,13.66626189
RAB21,-1.061446293,0.045238676,2593.278228
NA,3.560666593,0.045285409,13.6827829
RPL21P70,4.610880237,0.045286083,3.369726939
PLIN3,-1.022687657,0.045286083,3777.266037
ANKFN1,-2.811396237,0.04528659,63.82319707
GAP43,1.747754437,0.045309659,21.93414598
,3.952408233,0.045309659,10.55401186
FMR1-IT1,1.559447827,0.045309659,17.51880969
SNTB1-AS1,2.004185555,0.045309659,19.66526841
CLDN1,2.549533997,0.045330717,1234.94877
,1.34351175,0.045371695,89.78049602
NA,4.106171288,0.045371695,2.406704747
SCUBE1,-3.104707336,0.04539455,698.8374203
CFAP58,1.950451434,0.045416572,89.23118513
NA,2.322311754,0.045416572,46.24489892
Y_RNA,3.733562953,0.045458791,2.910352076
RN7SL130P,2.275874398,0.045459155,21.94800916
TMEM215,-2.654498116,0.045473845,26.24753759
,2.249747855,0.045491416,6.669770079
BTBD9-AS1,1.467348948,0.045528768,119.2460646
ANKRD7,2.559113827,0.045528768,9.986079298
MAPRE1P1,1.841849469,0.045570153,9.171895463
SEMA6B,-1.544443723,0.045570886,1679.145095
,1.875964233,0.045587197,13.31366774
RN7SL833P,2.182115766,0.045596162,13.95292483
AQP6,3.180399035,0.045597799,158.7365843
,1.38102815,0.045641183,40.42071539
,2.414060785,0.045641183,7.283437342
MORN5,-3.497510294,0.045641183,3.866388189
DOCK1,-1.106295451,0.045641183,4446.316566
ANG,-2.011059322,0.045641183,286.0878811
SIGLEC12,2.429793145,0.045641183,19.18013929
HSFX1,-1.461632558,0.045663453,19.01480517
PPP1R3F,-1.637068213,0.045729647,476.8640128
UGT2B4,-7.757341435,0.045737564,29.89497124
PI16,2.909806174,0.04574965,634.1858725
AHNAK2,2.189112769,0.045775688,3997.442141
,5.125046598,0.04578169,4.676495857
HNRNPA1P33,5.094028961,0.045808236,6.940994409
BRPF3,-1.398353679,0.045953685,3054.011315
CT62,-3.128414626,0.046008101,275.4212437
CYSRT1,-1.543552237,0.04608869,239.5712126
TEKTIP1,-1.01534469,0.046104234,668.091307
TFEC,1.786066138,0.046144546,222.4471406
GNS,-1.287675766,0.046181269,4368.272565
LINC01337,2.595026704,0.046201296,11.41365293
HNRNPA1P3,5.269320569,0.046201296,3.438190766
IVNS1ABP,1.071302534,0.046235231,4848.658006
,4.483912632,0.046300502,2.018048382
,1.541776383,0.046319768,36.18766956
MTND4P35,2.528138349,0.046321869,526.4012095
LYG2,1.285655778,0.046342827,55.07125897
MTERF3,1.154383467,0.046348929,942.062742
MPP3,-1.543184646,0.046377471,789.796467
FTH1P24,-1.889107036,0.0463834,6.2763622
PUS1,1.310407473,0.046436166,1853.510059
OTUB2,-1.415069483,0.046475455,143.8879495
LRRC39,1.569195343,0.046523732,144.1680506
,1.430574787,0.046526781,13.26008849
BMI1,-1.302640504,0.046526781,2044.773173
,4.8561755,0.046526781,2.546521853
CDCA2,2.536339806,0.046573295,1048.950949
CACNG4,-2.966038551,0.046573295,2367.05394
AGO2,1.373230636,0.046602532,4023.534784
CDC26,-1.230024635,0.046602532,151.9231135
BORCS7,-1.236475712,0.046602532,862.4779287
,2.32991335,0.046602532,23.94204691
FSTL5,5.038611966,0.04667825,2.910486237
DRG1P1,1.787656348,0.046717552,14.32678822
CRYBA2,3.390177488,0.046724772,25.80019299
NA,3.770648528,0.046724772,3.999770173
LRRC37A6P,2.258157849,0.046724772,212.735853
ZBTB45,-1.018710628,0.04675344,1649.535186
,1.32846701,0.04678219,76.54252613
,2.929843973,0.046822609,6.933492003
,1.601764444,0.046822609,56.79568403
F7,-3.287617264,0.046839224,1207.547689
CDC42EP4,-1.586533034,0.046839224,4118.945127
OR7E158P,3.396737715,0.046841009,3.539965844
,-2.669600454,0.046904832,6.668213252
,1.917612857,0.046906178,166.8687583
GABRA2,-3.298427225,0.046910827,84.77951428
,1.870278191,0.046910827,64.11399564
LRRC61,-1.35727657,0.046987722,967.1553046
SMCO2,2.045161966,0.04700462,18.65488437
GORASP2,-1.089349091,0.047025306,3946.855069
LBR,1.621167849,0.047097935,1218.378323
,2.378250152,0.047112327,21.34755834
USP38,-1.148242327,0.047112327,1092.549224
STEAP2-AS1,-3.567703155,0.047112327,5.499548067
BIRC7,1.776988381,0.047112327,33.19808688
LRRC14B,1.767155897,0.047182161,38.28991333
LINC00392,3.114677499,0.047212838,17.70676193
PPM1N,1.613398203,0.047212838,113.7759639
Y_RNA,-3.141774662,0.0472154,4.353700658
EOLA2-DT,1.420048064,0.047244631,1514.278129
SLAMF1,2.844579483,0.047251483,174.053052
,1.677792579,0.047257282,38.9470101
DSG3,3.249964025,0.047274294,1983.294627
ATP8B1,-1.316508194,0.047274294,2529.487192
ZC3H12D,2.154449759,0.047286099,292.0150305
LNCTAM34A,1.646154064,0.047309717,174.6632294
RNF208,-1.364805012,0.047309717,709.9919475
RASGRP2,2.46893227,0.047309717,1710.836355
IGHV4-34,2.78861558,0.047362472,132.6423731
LINC02243,3.690815514,0.047445259,1.825445735
GBP1P1,1.743149209,0.04747358,163.2115627
,3.510276072,0.04747358,343.9250426
SLC22A5,-1.161758299,0.047554848,1915.458259
PCBP1,-1.231014526,0.047560563,1664.185547
PLEKHO1,1.456405509,0.047621854,2593.56937
ITCH-IT1,1.303815118,0.047621854,30.47812482
LINC02676,-5.515793588,0.047634729,171.7129561
TIGD6,-1.030594226,0.047696035,357.8586537
NIPAL1,1.907207702,0.047729488,184.0909032
,2.845247678,0.047729488,9.637333592
RNU6-920P,2.259168832,0.047729488,5.299913313
PIN1,-1.110009827,0.047729488,2329.35956
FAM107B,-1.855560803,0.047757716,3431.644378
UPK1B,3.200599685,0.047807496,13.63454334
,-2.635372647,0.047822705,4.098251727
,2.864439271,0.047822705,11.68738332
IL1RL1,-2.760766264,0.047853331,43.49615305
TARBP2,-1.076284368,0.047857517,1634.646112
MAP4K1,2.19874381,0.047862139,1254.351885
ZNF600,1.162324868,0.047906453,827.9803975
CES1,-2.548633943,0.04793941,192.4960134
,3.181506704,0.047987705,22.62451545
,2.843865057,0.048000601,6.779804876
UBR5-DT,1.088857586,0.048044251,67.46879209
TMED10P2,-4.10220309,0.048072231,3.876686795
DTX1,1.473984593,0.048099929,696.6918719
DNMT3B,1.57465934,0.048154601,537.0584556
,2.306446994,0.048155567,21.73799688
CCDC126,-1.643471767,0.048186933,439.9259077
ERRFI1-DT,1.538665086,0.048206201,47.07349881
IGLV3-1,3.256644314,0.048286833,1664.27216
TIPINP1,4.951905515,0.048372915,6.347604191
LNC-LBCS,2.681789358,0.048433528,102.8344861
C4BPA,2.037278982,0.048460016,12.63904201
SEC63P2,4.783526064,0.048460016,2.462693194
P3H3,-1.8708099,0.048460016,4473.943456
CBR3-AS1,1.076960686,0.048516577,728.4793289
VIPR1,-1.410579637,0.048540184,1834.167104
WNT4,-2.276189301,0.048570014,1154.77051
DIAPH2,1.314780308,0.048570014,1277.099336
LINC02390,4.432566964,0.048570014,4.492571273
AK3P3,1.329386703,0.048612659,40.04051482
,2.331695311,0.048612659,51.82098968
RPF2P1,3.227631921,0.04862232,3.032472965
PDZD9,2.008438616,0.04862796,7.963603498
TACR1-AS1,1.311678043,0.048646051,100.3633923
,3.839630317,0.048703967,2.975027202
,2.305620558,0.048730468,7.431795293
AGXT2,-2.311672237,0.048785656,13.47392211
RNU6-430P,2.679436822,0.048795585,4.850022637
NA,1.2334566,0.04881347,207.0527718
ATG4D,-1.248641791,0.048830648,2130.025222
TCEA1P3,-3.181937842,0.048858219,17.14864453
LCMT1,-1.261440612,0.048858219,1757.980682
SLC6A16,2.045145923,0.04889967,419.559377
FAM216A,1.332215943,0.048923583,308.4970927
LINC01544,2.375009464,0.048986267,25.08456571
GNAQP1,-3.013839073,0.048992852,32.50490079
MIR429,-1.498553062,0.049032125,255.3541992
