external_gene_name,log2FoldChange,padj,baseMean
,4.642719854,0.029645284,2.218582299
ATP5MC1P3,2.060884295,0.029661504,19.59201408
Metazoa_SRP,1.681738619,0.029679815,12.20897307
ABHD17AP3,2.769016323,0.029682889,11.93424289
RNU6-1098P,3.715116946,0.029721655,5.333454239
KRT42P,3.085500026,0.02974217,17.53158919
SHC3,1.577970423,0.029742459,212.8527692
ITGA10,2.886887357,0.029744433,5572.278552
NFKB1-AS1,2.185323587,0.029778071,39.27596011
LINC02979,2.030953396,0.029789818,22.05331417
NSMAF,1.098734746,0.029831964,1689.480993
KLKP1,-2.738983709,0.029988566,22.84854249
INA,4.019741417,0.029997485,26.96768641
,1.683608897,0.03004729,27.47046149
HM13-IT1,1.614678643,0.030074988,215.475348
,2.409396098,0.030115755,205.1896971
,1.513081422,0.03012027,24.40182853
SLC22A17,-1.774688243,0.030121882,5486.401011
KLF3P1,1.411018465,0.030126664,104.4458852
IGHG3,2.904368393,0.030135883,9449.640351
ORAI3,-1.333870719,0.030149633,642.855482
SSBP4,-1.082218376,0.030149969,4661.103444
OR2H5P,4.810287755,0.030203907,2.52300202
ECHS1,-1.241961483,0.030227687,3370.195478
PDSS1,1.667785929,0.03027186,256.2880047
CZIB-DT,2.118268412,0.030272338,11.43131843
TSBP1-AS1,2.398011811,0.030293713,55.32520492
VSIG8,3.225290914,0.030301038,3.916501163
SLC39A2,2.23147024,0.030301038,21.81874974
BTBD3-AS1,1.786768027,0.030301038,133.6297219
MRPS18CP6,2.740237965,0.030301038,9.181811113
,2.239523905,0.030364048,28.11963121
FAM135A,1.546002839,0.030392565,531.3007057
CASP5,2.483533339,0.030392565,11.2045301
PNKD,-1.232820999,0.030421643,3756.446713
INAVA,2.886901788,0.030454386,554.7008198
ITPRID2,-1.509769967,0.030454386,4049.260363
ISCA1,-1.186960121,0.030459271,749.2756802
OR13C6P,4.730629733,0.030459271,5.538296125
,4.226855133,0.030459271,10.17737791
,4.858068437,0.030471509,2.541187995
,-1.842712532,0.030471509,20.42115591
RNU4-62P,2.461839293,0.030572714,14.90916415
,1.94015846,0.030572714,16.58917519
ZNF280B,2.415836327,0.030626424,89.71811558
PRDX3P2,1.892069452,0.030638029,37.39459336
OR7E37P,3.883473288,0.030638029,3.165520527
RGSL1,2.945402798,0.030642467,14.17953018
PCCB,-1.271899423,0.030719277,1571.031517
RHCG,2.985453033,0.030719277,42.81881553
BRPF3-AS1,1.620939462,0.030719948,145.403528
,2.022595711,0.030721957,26.61079442
PAK1IP1,1.115813852,0.03072823,1073.793955
,1.47643844,0.030732466,37.96718502
DHX9-AS1,1.550166435,0.030818402,34.11855118
ZNF646,-1.171124189,0.030818402,3903.018864
,2.547453648,0.030818402,30.79284039
RPS18P13,2.519732034,0.030825503,18.40488544
CMBL,-2.215017944,0.030884606,2350.506244
RN7SL165P,2.030363835,0.030896472,8.582890925
ARFGEF3,-1.725534443,0.030896472,8368.195092
Metazoa_SRP,2.32510082,0.030912332,72.98397527
A1BG-AS1,-1.16989502,0.030912332,397.2165232
,2.678551774,0.030936522,16.38358557
,2.112137061,0.030936522,11.97310363
BAIAP2,-1.535354827,0.030940942,5176.038926
FBLN1,-2.278569889,0.030967235,8926.001893
Metazoa_SRP,3.914017094,0.03099116,8.429655191
TCEAL1,-1.732466744,0.031010539,705.7258267
,4.146937362,0.031081667,2.507269637
POLDIP3,1.313646954,0.031081667,65.30615187
NR2F2,-1.466863028,0.031109808,6519.324269
STPG4,2.11925727,0.031119608,22.23440579
WNK4,-3.432285839,0.031153599,4821.037775
NASP,1.219161979,0.031154397,8671.825211
,2.645809383,0.031197738,5.888914303
LINC02434,8.842413119,0.031197738,40.90327347
PIGS,-1.508890747,0.031203672,2266.587535
,2.963663505,0.031213652,32.77226928
TNFSF18,2.649705599,0.031213652,17.18290352
SNORD38C,2.256413027,0.031258889,5.466604394
VNN1,1.618014043,0.031258889,43.18941674
,2.309304152,0.031258889,218.2876453
,2.627402526,0.031258889,11.00751824
TAF1D,1.572177866,0.031262892,5092.115724
LINC01353,2.282402597,0.031302217,9.515565705
LINC00240,1.261149841,0.031326413,148.8698717
,-2.098038119,0.031328998,34.8417121
H2BC7,-2.907148775,0.031328998,46.17757396
LINC00898,4.047315468,0.031328998,12.11254271
H2AC16,-3.04564239,0.031366684,8.232427953
,2.032136963,0.03139689,8.759836513
CDHR5,2.097919279,0.03139689,374.793771
SYT8,3.436626966,0.03139689,11461.50555
,1.466151389,0.03139689,68.23921546
IL31,4.153164057,0.031399622,3.817065595
,1.547196134,0.031399622,46.27665249
,4.978027993,0.031440145,2.824127531
DMWD,-1.131052447,0.031464686,5645.476243
FKBP1B,-2.581198851,0.031468078,83.52795676
NCR3,3.690187967,0.031469424,50.77836607
SPHK2,-1.262203741,0.031496867,2595.55529
,1.96830339,0.031507965,57.70621708
,2.233865682,0.031511006,6.35300806
Y_RNA,1.622427888,0.031511006,26.68870861
RNU4-80P,2.108864758,0.031511006,15.08119389
ZBTB2P1,3.155530769,0.031544766,3.886038583
RN7SL188P,4.647913828,0.031557618,3.421766169
NUDT16L1,-1.333686371,0.031557618,1958.474922
,2.234164852,0.031568946,75.68195366
TRIM43,5.109876688,0.031580542,3.123401711
NR4A1,-2.170272388,0.03161801,13464.98728
MAP3K15,2.377289616,0.031630133,26.02093499
IL17RE,2.077787898,0.03165818,2110.565725
,3.631057842,0.03167131,9.341382581
RNU2-58P,1.766138498,0.031681451,11.23832852
RBM43P1,2.866978472,0.031689285,14.32017922
AURKB,2.250138574,0.031693236,978.2357962
,1.614736061,0.031858956,46.18788336
CBX2,2.754324779,0.031873478,1658.307779
,1.961240264,0.031877251,9.022274556
,1.372229457,0.031932778,87.37976821
,4.359547879,0.031961073,6.525632659
CMSS1,1.198472346,0.031969785,1006.173189
KRT18P39,-2.403171413,0.031992232,6.001566405
,2.736810224,0.031997802,5.396783251
CLDN25,-4.931200952,0.031997802,4.317143131
,1.531018516,0.031997802,12.96064897
,1.795177979,0.032008301,142.3703955
ERVK-28,3.815460478,0.032008301,4.185692048
MT-TN,2.324025589,0.032008301,635.6612607
,4.468209265,0.032047625,4.505694502
,2.044767908,0.032063775,30.62070458
BTG3-AS1,2.566179014,0.032083321,68.44787006
,3.932991202,0.032117921,6.343764144
KRT74,4.099578835,0.032152894,3.612305669
TNNT1,-3.801221166,0.032152894,1370.018871
,2.189285436,0.032164538,30.94528949
SPMIP5,-3.992010471,0.032164538,177.3860433
,2.382009185,0.03217072,16.13568358
DCAF12-AS1,2.01403901,0.032189977,34.92877487
CNDP1,2.112145031,0.032189977,17.55918502
STON1-GTF2A1L,5.194431175,0.032250212,4.952521656
CPNE8,2.218507976,0.032250212,469.8932486
,2.798092663,0.03228214,16.60485135
,3.096746637,0.032308192,6.240553028
,3.315462919,0.032396209,5.477760082
Metazoa_SRP,1.353914251,0.032416685,41.98732629
ATP6AP2,-1.044280732,0.032483983,3918.284185
HACD3,-1.687892169,0.032491121,4528.763233
CYP2F2P,-1.717203389,0.032491121,176.0925246
,5.177986399,0.032501513,3.181662372
TRIM61,2.391902096,0.03250948,112.7681297
RN7SL377P,3.291331158,0.03250948,3.184124604
TBL2,-1.031430819,0.03250948,2235.964274
PDCD1LG2,1.326078956,0.03250948,74.44945265
DNAJA4,-1.978372432,0.03250948,3952.551763
FA2H,-2.354217505,0.03250948,478.3750749
CHMP6,-1.231531678,0.03250948,1270.140219
LINC02694,-2.491944137,0.032525465,80.68878521
LINC02323,4.127865185,0.032530741,10.84059847
,1.66571941,0.032532054,11.16761495
SLC26A11,-1.121726868,0.032532054,2611.640157
BRSK1,-1.553774621,0.032541631,1548.968438
LINC01340,1.812696344,0.032548009,14.67064316
LEPR,-1.435943199,0.032555671,325.9283772
,1.214101788,0.032555671,152.2068258
ZER1,-1.16362319,0.032555671,6530.678936
PIERCE2,-1.481086648,0.032555671,67.50833017
SORBS3,-1.329796608,0.032608594,8210.489832
NA,4.80356794,0.032608594,5.817474958
MIR6728,2.670043657,0.032664397,9.70917824
DPYS,2.558695875,0.032664397,8.496041852
NECTIN2P1,-2.178538762,0.032674651,10.67147849
OSR1,2.555097118,0.032712005,980.7231001
,1.575127391,0.032714055,27.30086634
,1.370195481,0.032729182,25.95333782
HCN1,2.868305259,0.03273057,21.93148625
SCAMP1,-1.459446576,0.032784779,2277.59399
,5.459885099,0.032784779,3.934664827
NA,1.806996827,0.03281582,9.562956119
AGPAT5,1.712902209,0.032816341,1323.031796
,2.086810754,0.032818065,14.64077431
MINDY3,-1.01489246,0.032834601,799.2979972
,2.814703355,0.032847704,7.404465679
SLC23A1,-1.376441254,0.032847704,149.4918594
ASS1P3,2.343026129,0.032847704,14.21920061
RHBDL1,-1.809430615,0.032851042,1642.452879
MT-TI,2.017713073,0.03286527,11.27714541
RP9,1.015647527,0.032872441,657.9180487
,2.01784176,0.032872441,10.89192662
,1.675154294,0.032936645,61.20664655
,-1.562777186,0.032936645,21.43614569
SLC12A5-AS1,2.373372033,0.032936645,12.96695901
CTBP2,-1.085105018,0.032938222,6419.001395
CRPPA-AS1,2.675881218,0.03295372,26.00534087
,1.605409639,0.032958819,67.61992067
EIF4HP2,1.371918083,0.032967603,74.96043706
ANTXRL,5.258328417,0.033040293,194.4240488
,2.56477295,0.0330448,33.40812971
CCDC144BP,2.672450747,0.033110235,2969.291075
DDOST,-1.030051248,0.033128658,9119.890365
,1.806980713,0.033128658,36.59748136
CYP2U1-AS1,1.36316073,0.033128658,40.82312741
STC2,-3.155666965,0.033128658,27298.74939
SCN4B,-1.849596169,0.033128658,477.0620132
SIGIRR,-1.201201358,0.033135049,5138.278462
OBSCN-AS2,2.061997271,0.033183207,37.34872668
DYNC1LI1,-1.635478951,0.033183207,2027.911669
SNX20,2.491052189,0.033183207,287.2132397
ZBP1,2.695039551,0.033183207,412.7571197
PTBP1P,3.425932762,0.033248324,14.24235535
,3.631297246,0.033274473,8.62834747
,1.673078116,0.03330456,77.06247806
PPP1R2P2,4.677468189,0.03330456,3.472529988
XACT,2.205594635,0.033315109,200.9375506
Metazoa_SRP,3.630863072,0.033315689,2.623611706
,1.81798896,0.033320724,24.79326743
LANCL1-AS1,1.202793213,0.033324562,19.41571529
FAM120A,-1.154481633,0.033370826,10534.26315
RBFADN,1.720742261,0.033370826,160.9180592
HSPA12B,-1.461218296,0.033370826,845.7500319
HNRNPA1P44,2.659854469,0.033405964,5.214037781
,-2.154461116,0.033405964,19.42434878
STK16,-1.317396574,0.033409964,1393.821603
,5.5225032,0.033416914,4.090418694
SLC1A3,2.505569923,0.033422476,627.6017725
PHF21B,-2.905011402,0.033471309,87.96212888
,1.66145388,0.03348891,33.50762507
,2.863918445,0.033489684,18.50210424
ZDHHC16,-1.132982994,0.033536188,2402.834225
FAM180A,3.442299224,0.033550167,631.2425144
RN7SL76P,2.241633197,0.033550167,6.468267625
RPS2P32,1.931151657,0.033595243,44.87461598
RPL7AP9,2.431408131,0.033659349,18.86151043
,4.584300521,0.033664158,13.83920609
RPL21P72,2.373719369,0.033666553,67.64621958
MCFD2,-1.217969065,0.0336977,2084.559531
,4.784997742,0.033748276,5.614580326
CERS3,2.391257531,0.033748276,61.0270452
DGCR5,2.154734626,0.033748276,310.7581805
AKR7A2,-1.472036206,0.033767136,1935.127235
RN7SL452P,1.923190212,0.033777647,17.08753297
MBNL1-AS1,1.417860931,0.033800214,151.3148592
IATPR,3.669179541,0.033814541,7.358633586
,-1.925824592,0.03382119,31.07787983
LINC02343,-3.127601341,0.03382119,81.06487137
,1.245032574,0.03382119,70.41642097
,4.786307511,0.033830435,3.770805482
,1.457722087,0.033837293,46.95333756
MIDEAS,-1.324560971,0.033851843,4530.98814
LINC02958,-2.307576514,0.033891198,9.753253378
STXBP6,3.014078086,0.033945852,82.10046033
KIAA1755,2.761241232,0.033949297,2650.790592
KRT8P18,-2.176041543,0.033968282,17.10158151
JRKL,1.138948521,0.033968282,473.9225743
SLC61A1,-1.35109828,0.033968282,1645.936495
KCNA1,-3.1661897,0.033968282,14.86892328
MFSD6,-1.520041867,0.033989926,2361.060333
INSL3,2.573017419,0.033989926,44.66716299
DAPK1-IT1,2.309488106,0.034015545,35.20698204
TGFB2-AS1,3.371207863,0.03403108,44.87206989
IGIP,-1.136537724,0.03403108,474.1295715
NRSN2,-1.339567471,0.034033585,4025.066632
MOB4P2,-2.323451582,0.03403649,7.724953101
PELI2,-1.326392974,0.034060907,252.5529079
,1.638115543,0.034060907,96.88716986
,-4.115276246,0.034075251,9.534530033
GTF2IP7,-2.373176967,0.034101686,166.0783929
,2.042418956,0.034101686,12.77061723
ZNF300P1,3.231279184,0.034156903,166.984524
NA,1.507201785,0.03417939,26.73494266
,2.853410097,0.034253902,47.03925211
RPS3AP30,4.854889941,0.034253948,3.8762693
RPS16P9,4.2881742,0.034253948,2.652663904
,1.71217622,0.034253948,153.3005595
STAM2,-1.150084115,0.034255769,1292.229072
RHEX,3.874812658,0.03428171,385.1531963
,1.608369835,0.034286765,16.44822858
,1.636454193,0.034293582,49.81646157
CDC42-AS1,1.12954402,0.034317575,59.60872476
LINC02094,5.723691301,0.034317575,4.742491317
LINC00602,3.770839415,0.034346385,8.758642041
H2AZP2,4.726670115,0.034386682,3.688560309
RRN3P2,1.891804483,0.034386682,10.44342041
C1orf167,-3.15251837,0.034407294,61.90481736
OSTN,3.285764033,0.03441218,5.180072953
MYOCOS,2.395391904,0.034452835,9.384091561
LINC01825,3.850219085,0.034488108,6.781956511
ANXA6,-1.768119601,0.034488108,13804.67236
LINC01619,2.155361819,0.034493733,37.7237113
LINC00645,4.805324351,0.034493733,2.496572019
MIR5687,3.070908801,0.034496245,6.426029069
,2.182251753,0.034499244,8.591229505
NR1D2,-1.217274967,0.034502281,1488.935937
,8.694877816,0.034517906,36.92032325
,3.031213616,0.034517906,5.591236536
ACSF2,-1.808144213,0.034545416,3298.330401
,1.522586691,0.034549442,24.32112738
ANP32E,1.669917424,0.034588483,4285.668125
,2.349753681,0.034588483,173.067853
HNRNPA1P16,1.571779072,0.034588483,92.13919552
LINC01671,2.788632025,0.034588483,68.74528874
RNA5SP68,2.577421374,0.034592113,5.833000766
,5.050929159,0.034592113,4.521354167
SEMA3B-AS1,-1.620402986,0.034655112,84.36964755
TADA2B,-1.485697902,0.034655112,2369.168114
LDLRAP1,-1.513572372,0.0346552,3790.924135
,1.178311452,0.034737494,107.9869941
TMPRSS6,-2.69392008,0.034737494,496.8024522
ATP5MGP1,1.894837924,0.034757834,7.987591946
ALDOAP2,-2.441125871,0.034804552,7.580879415
PATE3,2.755602992,0.034822791,11.49525905
NA,3.072605211,0.034886986,6.050274457
MEI1,2.121783119,0.034892182,213.2323991
,3.81388315,0.034894687,8.187883575
CEP170B,-1.031536254,0.034901386,12610.71463
,2.026540571,0.03499745,30.30989198
THSD4-AS1,-2.95643933,0.035000293,87.94050421
GORAB,1.075399665,0.035020853,871.8306384
NPAS4,2.371585593,0.035020853,25.39835385
FOXP4-AS1,2.358296063,0.035022126,68.75582976
MEAK7,1.373603821,0.035022126,1935.612973
LINC02697,5.542409279,0.035057927,4.163411334
,3.119226528,0.035086625,5.562472414
MIR4454,-4.212440085,0.035094369,2.658718438
MIR4648,-2.775766208,0.03513306,5.90921508
,3.642903481,0.03513306,21.0395907
NA,1.881440082,0.035154381,27.20371114
CLDN16,3.056257733,0.035164014,27.19997863
RN7SL127P,1.734952465,0.03517214,11.99934624
GOLM2,-1.406637542,0.03517214,3870.638419
CCDC78,-1.72947719,0.035174514,2589.227614
LCTL,1.625316353,0.035230004,27.74563625
,1.355233759,0.035230004,52.57176974
SLC27A6,2.007728152,0.035231126,131.0491881
ALDH18A1,-1.236277043,0.035243892,4035.353276
GSE1,-1.181759146,0.035247104,8434.789447
ZNF849P,2.038444557,0.035247104,10.04555805
,2.053371361,0.035284965,33.36619922
,2.982974303,0.035289768,4.15215147
,3.905555687,0.035289768,4.391119172
IGHV3-73,3.611527938,0.035289768,276.9170498
SCAF1,-1.22613972,0.035289768,14692.47758
NA,4.111538492,0.035317692,2.322137038
LGALS7B,2.759982391,0.035317692,19.0495188
,1.949291863,0.035319692,23.18118077
TIGD1,1.223143073,0.035332891,397.0584894
,-1.881562275,0.035332891,17.91093354
,2.047489984,0.035332999,11.48838758
,1.848545859,0.035332999,14.91112569
NA,2.662074469,0.035332999,10.04536859
EFNA5,1.824718939,0.035346435,1587.184141
SLC16A6P1,1.717723219,0.035367718,48.94327475
SPATA3,4.922080641,0.03536795,6.226372241
,4.754589796,0.03536795,5.561121599
SMPD3,-2.061179873,0.03536795,365.1844908
TWSG1,-1.431543915,0.035382631,1883.84733
C2orf81,-1.672254541,0.035386263,83.67105164
,4.7734175,0.035419791,2.473455229
,1.566197403,0.035419791,133.7450182
ASB13,-1.577282096,0.035419791,3181.547589
TOP3BP1,2.329565355,0.035419791,6.3638812
RNF123,-1.063764457,0.035428001,2394.241583
NA,2.024657418,0.035428001,93.91528495
SURF4,-1.182897775,0.03544427,8352.573914
LRRC46,-1.210628933,0.03544427,280.3852433
MTATP8P1,1.960039922,0.035446506,319.2476554
NA,2.96265406,0.035450329,17.21773569
SLC10A5,2.023138235,0.035484293,31.23958711
CEP170P1,1.676682269,0.03549756,40.78352315
,2.823562325,0.035505652,6.630616526
,2.163471408,0.035505652,23.51854989
SUFU,-1.150153047,0.035548842,1643.833107
PIGO,-1.344522408,0.035567859,2837.551944
,-2.108446217,0.03557782,9.860623909
RRN3P4,3.196652213,0.035591044,10.57230229
SPTY2D1,-1.151367469,0.035606554,1096.294065
ORM1,3.153892558,0.035619873,14.13382025
INPP5A,-1.087870326,0.035619873,662.427877
SLFN13,2.460257026,0.035619873,2076.055095
CTBP2P7,2.35376525,0.03565023,151.5635489
S100A1,2.526689243,0.035702381,1322.943469
NRCAM,-2.502483811,0.035724104,317.3724671
LARGE2,1.873096998,0.035724104,6388.509589
NEDD4L,-1.690918294,0.035724104,4018.545547
,2.340110376,0.035736905,18.27067051
,3.09801966,0.03577161,3.712967336
,1.292996592,0.035811973,24.89837305
,1.775387232,0.035816507,28.7818678
PIGV,-1.187416654,0.035822121,986.7372757
,2.055408823,0.035822121,10.79605943
RNU1-129P,-3.602328299,0.035837094,3.780841422
CENPE,2.004917712,0.035872442,5482.594665
REPIN1,-1.271889087,0.035898604,13994.8166
PHACTR3,2.101963147,0.035931114,64.7975885
HBP1,-1.108407717,0.035967394,1422.678059
,1.54983612,0.035972501,88.83212757
RNU2-42P,-3.55537227,0.036024757,2.55756584
PWRN1,2.569148103,0.036028515,5.9841666
LYNX1-SLURP2,2.756701297,0.036028637,17.87067215
,1.625853949,0.036035799,12.89883299
PLCB1-IT1,4.604758295,0.036068555,7.002380404
,-1.623512203,0.036079836,25.34412467
,-3.491495331,0.036079836,3546.179972
CEP250-AS1,1.584602612,0.036206868,25.37396532
ITPKB-AS1,2.947076565,0.036236418,6.900662957
MORN3,1.957282111,0.036249115,697.1627737
PPP1R14BP3,1.430500364,0.036256673,739.6018425
AGPAT2,-1.325160147,0.036256673,4728.835786
UNKL-AS1,2.064599006,0.036256673,8.893748144
NPM1P40,2.680139443,0.036322787,9.676631516
,1.37210902,0.036343635,86.50145058
,1.629828796,0.036390315,13.92557683
CYP39A1,1.885322533,0.036398499,105.9236718
ATAD1,-1.080006361,0.036398499,1720.621638
,1.978794703,0.036398499,15.28049401
MINAR2,4.137308637,0.03639927,5.102118742
NPIPA7,1.446743626,0.036406242,125.0959684
FCGRT,-1.255090186,0.036406242,7758.69409
ABHD17AP4,3.375879665,0.036406242,13.07524597
,1.483341261,0.036410743,10.66623157
CA12,-3.572402084,0.036415858,14681.10609
SLC39A6,-2.785644035,0.036415858,18409.15698
,5.219204547,0.036445847,7.504437927
,2.13427664,0.036471282,9.351795154
,-1.754064411,0.036477845,43.28742541
,1.117050002,0.036477845,44.84896196
,4.061787184,0.036477845,27.50396209
LINC01785,4.880564529,0.036477845,4.001433169
SNX33,-1.319379524,0.036495348,3244.208084
C2orf15,-1.354243874,0.036502637,254.2693193
,1.149917824,0.036502637,94.58851649
BLVRB,-1.218686092,0.036502637,2386.331643
FBXW4P1,1.41837175,0.036512706,170.4329442
DAG1,-1.137742082,0.036523779,6080.606847
RNU6-1025P,1.679528378,0.036555397,9.169345531
MRTFB,-1.386434412,0.036555397,3686.55787
,2.571958309,0.036561382,5.236237266
IGKV1D-13,3.86566325,0.036590015,56.80362353
,2.594531409,0.036620413,17.92630536
PNRC2P1,-1.6346857,0.036633977,14.47185099
RPL31P26,3.135402203,0.036633977,3.870879692
RPL21P65,1.811937823,0.036633977,17.0098004
,1.555594932,0.036633977,17.3325939
MSRB1P1,5.327517431,0.036643434,3.623333881
RNF39,-2.011761869,0.036644224,652.8540951
GTF2IP4,-1.478340107,0.03674991,228.5997965
SRXN1,-1.799762488,0.03679232,26.91595711
FABP7P1,3.144194732,0.036808433,23.28543999
,1.309622294,0.036832314,442.1382039
BBS12,-1.593363534,0.036833641,207.427094
CPEB3,-1.278004736,0.03684571,485.0168091
,1.762535689,0.036846023,72.41220536
CARD10,-1.665240657,0.036846023,2701.046521
,4.629370021,0.036900816,5.072279332
,1.298993455,0.03690646,43.86227461
,1.94558565,0.036972632,32.22288219
,3.576892505,0.037036181,18.14270544
ZNF91,-1.480863509,0.037100496,6445.537938
HMGB3P4,1.779913765,0.037103485,28.00929136
SORCS3,3.049383503,0.03712077,22.78711827
CPM,1.938239639,0.03712077,2160.147712
UBE2FP2,5.088991165,0.03712077,6.94317559
PDXDC1,-1.183186441,0.03712077,9827.119754
RN7SL817P,3.762121228,0.037174051,4.383373678
,-2.868031209,0.037196669,38.6674364
ADA,1.046629787,0.037196669,680.1806788
,5.303607901,0.037219757,8.038344277
RNF122,1.372990905,0.037219757,627.9657311
FIBCD1,-2.95734813,0.037219757,118.9386442
NKX2-1,4.840259308,0.037224355,5.924602814
ZSWIM5,-2.209914559,0.03725227,408.384987
STEAP1B,2.395562938,0.037253523,20.34677014
,2.21849394,0.037253523,6.594295071
,1.80455593,0.037253523,37.90784844
TNFSF13,-1.803708059,0.037253523,481.3908519
,1.067678813,0.037253523,55.79886845
,1.87694193,0.037283004,12.53274126
RBM12B-DT,3.53221104,0.037299319,2.480506748
,4.813385079,0.037299319,2.522708632
,5.403860533,0.037317903,3.799064165
SUB1P4,1.399543948,0.037318456,26.33070524
,3.324275262,0.037321733,5.185478082
RERG,-2.319687955,0.037321733,2178.832217
,1.399292652,0.03740293,68.92325626
B3GALT4,-1.543460662,0.03740293,974.6825644
,3.469557148,0.03742084,25.06988708
NA,2.646788574,0.03742084,8.861411399
CYP2A6,-2.363879922,0.03742084,260.7561949
,5.680552272,0.037424459,4.60833415
SERPINI1,-1.864704664,0.037424459,288.4109763
PGAM1P10,3.583851834,0.037424459,90.00680472
,2.335244509,0.037424459,22.755096
,2.094154208,0.037424459,9.160280471
HMGB1P1,1.697679278,0.037438361,71.81443766
ALDH4A1,-1.542584102,0.0374869,2829.543944
SLC25A6P5,2.955673478,0.037493897,4.148702971
LINC00706,4.392094986,0.037516319,2.879423007
LINC02988,2.35841194,0.037517323,17.07806789
LIN28B-AS1,3.462499976,0.037517323,4.566179475
DNAJC1,-1.410461463,0.037517323,4658.93388
NA,-1.447401649,0.037517323,1058.911219
GAL3ST1,2.250692496,0.037517323,77.65702541
C4BPB,3.202086408,0.037561657,66.74634735
APOF,-3.298005938,0.037563699,6.321113555
,3.531514607,0.037598016,13.14821889
MAPT,-2.803754926,0.037598016,11730.76159
NRAV,-1.173402483,0.037634428,1361.235066
,2.612500763,0.037690387,13.01410534
TMEM30CP,3.642269815,0.037694201,2.627696947
RN7SL541P,-3.923395514,0.037694201,4.644648267
,2.257426243,0.03773159,9.876985734
LACRT,4.38196558,0.037751113,4.379134702
,5.262778659,0.037847136,5.255924558
IFITM1,-2.081274739,0.037847136,5742.646023
MANSC1,-1.328783627,0.037847136,1473.030859
,2.389098385,0.037888865,7.631568985
,1.846713917,0.037894544,11.8988286
,3.823418552,0.037894544,2.998467155
,3.165673926,0.037932718,4.737378494
THBS1-AS1,-2.306938629,0.037990642,18.10961332
KIAA2013,-1.047714103,0.038015513,6543.413531
PLEKHB2,-1.341642356,0.038061777,3520.001948
,-1.816578833,0.038061777,256.3431283
,1.622943492,0.038061777,19.5281635
CISD3,-1.48977662,0.038061777,800.4212026
AGTRAP,-1.392358789,0.038105732,3312.708955
MIR4280HG,2.567053455,0.038119721,10.33347371
,1.480856893,0.038136199,24.1491978
,1.841986566,0.038154019,161.0083548
,3.362028681,0.038164386,4.310834202
VPS18,-1.303977356,0.038173926,2389.81946
SGPL1,-1.4475268,0.038209115,4049.590214
ZFYVE21,-1.061910062,0.038221962,1536.224496
IL36RN,3.602194775,0.038222802,5.216852387
CLTRN,1.453492754,0.038231533,48.69468036
INSYN2A,-2.225249833,0.038296522,648.8971965
,4.704768619,0.038296522,5.405815983
PPP2R1A,-1.287966323,0.038296522,18652.35616
LINC00402,3.36469361,0.03829934,18.97191736
IQCC-AS1,-1.268667379,0.038318552,40.23305169
,1.622781299,0.038318552,32.58240015
LINC01140,2.068868022,0.038324104,101.1407997
MT-ATP6,1.335808602,0.038354014,472831.6849
SLC60A2-DT,4.764534243,0.038362599,2.387928478
CCT7P1,2.993520723,0.038362599,128.5337217
,-1.327263002,0.038362599,40.42753692
DEFB134,5.542487783,0.038381242,4.121575666
SALL4P1,5.562312382,0.038403929,4.241373429
,1.449511038,0.038441731,66.97968337
OSCP1,-1.408413089,0.038464003,531.7389242
MIR648,2.300058406,0.038464976,6.345884057
,3.756225805,0.038472657,2.831387069
PDE4A,-2.127841505,0.038510354,1753.979231
PCDHB17P,2.920164982,0.038579182,52.03954961
TTPA,2.189010634,0.038579182,61.73805839
,2.513108941,0.038579182,16.03614482
FMNL1-AS1,1.310534428,0.038579182,148.652925
HEY2,2.318449976,0.038581545,491.844524
,1.00962341,0.038596586,1111.599463
U3,-1.67819559,0.038596586,18.05934236
,1.515831514,0.038608426,14.59385775
NA,1.175315142,0.038659805,107.8594555
ARL8B,-1.194183234,0.038697315,2752.600871
ZNF219,-1.300346385,0.038714196,3947.722253
NA,2.264776736,0.038803619,34.44263071
CARNMT1-AS1,1.380807136,0.038823669,14.57267752
,4.301581617,0.038846835,2.671498823
,5.000446385,0.038880527,4.374355922
TNFAIP1,-1.081704752,0.038880527,2486.136125
MFN2,-1.069011769,0.03892779,6042.006048
KAZN-AS1,-2.719691406,0.038943887,144.4502994
CMC2,1.320777892,0.038954206,485.0094812
NUP50-DT,1.477166313,0.038985792,393.0098034
TWF1,-1.261270673,0.038997824,1389.420626
MIR5697,2.303119344,0.039029555,6.150578237
CCT4P2,2.074389752,0.039029555,26.43002918
LINC01684,1.840314489,0.039029555,52.99719999
,3.10206284,0.039042273,5.79124919
SYT15,1.165581019,0.039070903,140.9707066
ASS1P1,2.589230532,0.039111196,51.06815247
RMDN3,-1.026752437,0.039123849,1888.264076
,1.454217189,0.039149511,121.5508781
,1.411820161,0.039181188,18.70885174
NA,2.385122465,0.039181188,6.651657496
LINC00958,3.325053556,0.039181188,393.721474
ERVV-1,2.821232922,0.039181188,48.18813356
,1.381818439,0.039207582,69.58851442
CHRM1,3.302485192,0.039207582,498.7806174
CYBRD1,-2.272605869,0.039253678,8678.86268
H2BC9,-2.803537353,0.039253678,131.7806789
,1.792083929,0.039253678,40.34466937
,-1.779226464,0.039268465,26.01413042
,1.247349682,0.039268465,83.77783665
NGF,1.827224213,0.039340239,77.05617415
,2.010159811,0.039406665,19.776233
ELMOD2,-1.100745418,0.039406665,968.9590177
,1.836423255,0.039406665,55.15976513
,-1.450353027,0.039406665,298.5286881
,2.360995714,0.039406665,140.7036323
